Demand(t) /		
1		200
2		210
3		200
4		200
5		250
6		400
7		600
8		600
9		600
10		600
11		600
12		600
13		600
14		600
15		600
16		600
17		600
18		600
19		400
20		400
21		300
22		300
23		300
24		250
25		201
26		213
27		205
28		206
29		251
30		409
31		553
32		554
33		550
34		556
35		552
36		552
37		556
38		559
39		558
40		553
41		552
42		608
43		408
44		407
45		307
46		310
47		303
48		256
49		250
50		250
51		250
52		250
53		250
54		400
55		700
56		800
57		800
58		800
59		900
60		900
61		1200
62		1000
63		1200
64		900
65		900
66		600
67		400
68		400
69		300
70		300
71		300
72		250
73		250
74		250
75		250
76		250
77		250
78		900
79		900
80		1200
81		1000
82		1200
83		800
84		800
85		900
86		900
87		1200
88		1000
89		1200
90		600
91		400
92		400
93		300
94		300
95		300
96		250
97		250
98		250
99		250
100		250
101		250
102		400
103		700
104		900
105		800
106		800
107		800
108		1100
109		1200
110		1200
111		1300
112		1300
113		900
114		600
115		400
116		400
117		300
118		300
119		300
120		250
121		250
122		250
123		250
124		250
125		250
126		400
127		700
128		900
129		800
130		500
131		500
132		500
133		700
134		1100
135		1200
136		1200
137		1300
138		1300
139		400
140		400
141		300
142		300
143		300
144		250
145		250
146		250
147		250
148		250
149		1100
150		1200
151		1200
152		1300
153		1300
154		600
155		700
156		500
157		700
158		700
159		900
160		1000
161		700
162		500
163		400
164		400
165		300
166		300
167		300
168		250
169		200
170		210
171		200
172		200
173		250
174		400
175		600
176		600
177		600
178		600
179		600
180		600
181		600
182		600
183		600
184		600
185		600
186		600
187		400
188		400
189		300
190		300
191		300
192		250
193		201
194		213
195		205
196		206
197		251
198		409
199		553
200		554
201		550
202		556
203		552
204		552
205		556
206		559
207		558
208		553
209		552
210		608
211		408
212		407
213		307
214		310
215		303
216		256
217		250
218		250
219		250
220		250
221		250
222		400
223		700
224		800
225		800
226		800
227		800
228		800
229		800
230		800
231		900
232		900
233		900
234		600
235		400
236		400
237		300
238		300
239		300
240		250
241		250
242		250
243		250
244		250
245		250
246		400
247		700
248		900
249		900
250		900
251		900
252		900
253		900
254		1200
255		1200
256		1300
257		1300
258		600
259		400
260		400
261		300
262		300
263		300
264		250
265		250
266		250
267		250
268		250
269		250
270		400
271		700
272		900
273		800
274		800
275		800
276		800
277		800
278		800
279		1000
280		1000
281		900
282		600
283		400
284		400
285		300
286		300
287		300
288		250
289		250
290		250
291		250
292		250
293		250
294		400
295		700
296		900
297		800
298		500
299		500
300		500
301		700
302		700
303		900
304		1000
305		900
306		600
307		400
308		400
309		300
310		300
311		300
312		250
313		250
314		250
315		250
316		250
317		250
318		400
319		1000
320		1000
321		900
322		600
323		700
324		500
325		700
326		700
327		900
328		1000
329		700
330		500
331		400
332		400
333		300
334		300
335		300
336		250
337		200
338		210
339		200
340		200
341		250
342		400
343		600
344		600
345		600
346		600
347		600
348		600
349		600
350		600
351		600
352		600
353		600
354		600
355		400
356		400
357		300
358		300
359		300
360		250
361		201
362		213
363		205
364		206
365		251
366		409
367		553
368		554
369		550
